station,valid,tmpf,tmpc,dwpf,dwpc,relh,feel,sknt,mslp,p01m,p01i,gust,skyc1,skyl1,romps_LCL_m,lcl_estimate
CNY,2023-03-01 13:53,28.9,-1.72,27.0,-2.78,92.49,18.55,11.0,1004.4,0.0001,0.0001,,OVC,1600.0,159.28753863238904,132.49999999999997
OGD,2023-03-01 13:53,35.0,1.67,19.0,-7.22,51.47,35.1,0.0,1000.0,0.0,0.0,,BKN,6500.0,1101.5540755079455,1111.25
SLC,2023-03-01 13:54,36.0,2.22,21.0,-6.11,54.08,27.09,12.0,1000.5,0.0,0.0,,BKN,5000.0,1028.3895048979582,1041.25
HIF,2023-03-01 13:55,29.7,-1.28,18.7,-7.39,63.14,18.62,13.0,1000.4,0.0,0.0,18.0,BKN,6000.0,773.7463986607535,763.7499999999999
ENV,2023-03-01 13:56,33.0,0.56,25.0,-3.89,71.82,26.12,7.0,1001.3,0.0,0.0,,OVC,6500.0,557.4196760397264,556.25
PVU,2023-03-01 13:56,32.0,0.0,21.0,-6.11,63.45,24.78,7.0,1002.5,0.0,0.0,,OVC,4400.0,755.1254818628432,763.75
SGU,2023-03-01 13:56,41.0,5.0,35.0,1.67,79.34,41.0,0.0,1002.2,0.51,0.02,,BKN,3200.0,409.23531638278155,416.25
LGU,2023-03-01 14:51,28.0,-2.22,19.9,-6.72,71.25,24.12,3.0,1003.2,0.0,0.0,,BKN,5500.0,590.5918626691243,562.5
MLF,2023-03-01 14:52,30.9,-0.61,28.9,-1.72,92.18,21.59,10.0,1000.2,0.25,0.01,,BKN,1100.0,148.45901597227092,138.74999999999997
BCE,2023-03-01 14:53,21.9,-5.61,19.9,-6.72,91.86,9.15,12.0,999.6,0.0001,0.0001,,SCT,2700.0,225.0706034776729,138.74999999999994
OGD,2023-03-01 14:53,34.0,1.11,21.0,-6.11,58.56,28.77,5.0,1001.0,0.0,0.0,,OVC,4700.0,891.6587926152987,902.5000000000001
CDC,2023-03-01 14:53,30.9,-0.61,26.1,-3.28,82.15,19.35,15.0,999.2,0.0001,0.0001,22.0,OVC,11000.0,340.9474950243667,333.75
PUC,2023-03-01 14:53,23.0,-5.0,21.0,-6.11,91.9,15.71,5.0,1006.7,0.51,0.02,,VV ,1600.0,216.13249598745975,138.75000000000003
VEL,2023-03-01 14:53,18.0,-7.78,12.9,-10.61,80.09,11.07,4.0,1008.7,0.0,0.0,,BKN,4000.0,465.2159879874332,353.7499999999999
CNY,2023-03-01 14:53,28.0,-2.22,27.0,-2.78,95.97,16.91,12.0,1004.1,0.76,0.03,,VV ,1000.0,105.18884184753762,69.99999999999996
SLC,2023-03-01 14:54,32.0,0.0,28.9,-1.72,88.17,23.51,9.0,1001.7,0.0001,0.0001,,OVC,2900.0,214.49347732491876,215.0
HIF,2023-03-01 14:55,29.8,-1.22,19.2,-7.11,64.25,21.4,8.0,1001.5,0.0,0.0,,OVC,3700.0,745.6560422335141,736.2500000000001
ENV,2023-03-01 14:56,33.0,0.56,25.0,-3.89,71.82,26.12,7.0,1002.1,0.0,0.0,,FEW,2600.0,557.4185088594539,556.25
PVU,2023-03-01 14:56,30.9,-0.61,24.1,-4.39,75.59,25.09,5.0,1003.2,0.0001,0.0001,,FEW,2200.0,477.8818856372767,472.5
SGU,2023-03-01 14:56,41.0,5.0,34.0,1.11,75.94,36.37,6.0,1002.5,0.0001,0.0001,,BKN,3400.0,484.95455947029313,486.24999999999994
HIF,2023-03-01 15:12,30.2,-1.0,19.4,-7.0,63.75,22.59,7.0,1001.8,0.0,0.0,,OVC,3400.0,756.1720207710391,750.0
HIF,2023-03-01 15:33,30.2,-1.0,24.8,-4.0,80.07,23.36,6.0,1001.8,0.0,0.0,,BKN,3000.0,388.1630341160793,375.0
LGU,2023-03-01 15:51,27.0,-2.78,21.0,-6.11,77.8,27.0,0.0,1004.1,0.0,0.0,,OVC,7000.0,455.9420409608315,416.25000000000006
MLF,2023-03-01 15:52,30.9,-0.61,28.9,-1.72,92.18,20.16,13.0,1000.7,0.25,0.01,,SCT,400.0,148.4587873974657,138.74999999999997
BCE,2023-03-01 15:53,24.1,-4.39,21.0,-6.11,87.76,15.15,7.0,1000.3,0.0001,0.0001,,BKN,2600.0,282.09746710920507,215.00000000000009
OGD,2023-03-01 15:53,32.0,0.0,26.1,-3.28,78.58,22.97,10.0,1001.8,0.0,0.0,,BKN,4200.0,406.82672690928524,410.0
CDC,2023-03-01 15:53,30.0,-1.11,27.0,-2.78,88.44,21.03,9.0,1000.2,0.0,0.0,,OVC,9000.0,225.13703470776537,208.74999999999997
PUC,2023-03-01 15:53,26.1,-3.28,23.0,-5.0,87.87,21.94,3.0,1006.5,0.25,0.01,,BKN,2800.0,265.47870202354466,215.00000000000003
VEL,2023-03-01 15:53,18.0,-7.78,14.0,-10.0,84.05,18.0,0.0,1010.0,0.0001,0.0001,,OVC,2500.0,391.17570218380126,277.49999999999994
CNY,2023-03-01 15:53,30.0,-1.11,27.0,-2.78,88.44,19.94,11.0,1003.8,0.0001,0.0001,,BKN,1400.0,225.13474588727607,208.74999999999997
SLC,2023-03-01 15:54,32.0,0.0,30.0,-1.11,92.22,24.78,7.0,1002.2,0.25,0.01,,FEW,700.0,138.5334700604886,138.75
DPG,2023-03-01 15:55,34.7,1.5,29.5,-1.39,81.09,26.35,10.0,1001.5,0.0,0.0,,FEW,1000.0,359.4641300087815,361.24999999999994
HIF,2023-03-01 15:55,28.8,-1.78,27.3,-2.61,94.03,22.59,5.0,1001.8,0.0001,0.0001,,OVC,3700.0,132.6282120696212,103.74999999999999
ENV,2023-03-01 15:56,32.0,0.0,26.1,-3.28,78.58,22.97,10.0,1003.4,0.0,0.0,,OVC,3200.0,406.8249395095748,410.0
PVU,2023-03-01 15:56,30.0,-1.11,27.0,-2.78,88.44,22.34,7.0,1003.6,0.0001,0.0001,,FEW,1900.0,225.13487261236168,208.74999999999997
SGU,2023-03-01 15:56,41.0,5.0,35.0,1.67,79.34,36.37,6.0,1002.2,0.0001,0.0001,,SCT,3900.0,409.23531638278155,416.25
HIF,2023-03-01 16:41,30.2,-1.0,21.2,-6.0,68.83,18.45,15.0,1002.2,0.0,0.0,,BKN,2700.0,633.7908483841005,625.0
DPG,2023-03-01 16:50,33.8,1.0,31.5,-0.28,91.17,27.7,6.0,1001.9,0.0,0.0,,OVC,3500.0,159.27522211218525,160.0
LGU,2023-03-01 16:51,27.0,-2.78,21.0,-6.11,77.8,22.97,3.0,1004.6,0.0,0.0,,BKN,6000.0,455.9415515666185,416.25000000000006
HIF,2023-03-01 16:52,28.4,-2.0,23.0,-5.0,79.92,16.52,14.0,1002.6,0.0,0.0,,BKN,2600.0,403.40825456526306,375.0
MLF,2023-03-01 16:52,32.0,0.0,28.0,-2.22,84.98,22.97,10.0,1000.6,0.0001,0.0001,,FEW,4300.0,276.4227101094286,277.5
BCE,2023-03-01 16:53,24.1,-4.39,21.9,-5.61,91.17,13.06,10.0,999.8,0.25,0.01,,VV ,700.0,220.68128565805017,152.50000000000009
OGD,2023-03-01 16:53,32.0,0.0,27.0,-2.78,81.55,24.78,7.0,1002.2,0.0001,0.0001,,OVC,4100.0,345.23639253315207,347.5
CDC,2023-03-01 16:53,32.0,0.0,27.0,-2.78,81.55,22.97,10.0,999.6,0.0,0.0,,FEW,9000.0,345.2389599854377,347.5
PUC,2023-03-01 16:53,28.9,-1.72,23.0,-5.0,78.3,28.9,0.0,1005.7,0.0001,0.0001,,BKN,2400.0,433.3475090698667,410.00000000000006
VEL,2023-03-01 16:53,19.0,-7.22,18.0,-7.78,95.8,10.96,5.0,1010.2,0.0001,0.0001,,VV ,1300.0,180.19032630496366,70.00000000000006
CNY,2023-03-01 16:53,30.0,-1.11,28.9,-1.72,95.61,21.65,8.0,1004.0,0.25,0.01,,SCT,1000.0,94.461521486619,76.24999999999999
SLC,2023-03-01 16:54,32.0,0.0,28.9,-1.72,88.17,25.53,6.0,1002.6,0.25,0.01,,BKN,2900.0,214.49288144583915,215.0
HIF,2023-03-01 16:55,28.9,-1.72,22.6,-5.22,77.0,17.17,14.0,1002.2,0.0,0.0,,BKN,2600.0,460.51592716727424,437.5
ENV,2023-03-01 16:56,34.0,1.11,27.0,-2.78,75.26,23.03,16.0,1003.6,0.0,0.0,21.0,FEW,3100.0,482.8142739300121,486.24999999999994
PVU,2023-03-01 16:56,30.9,-0.61,27.0,-2.78,85.26,24.21,6.0,1003.8,0.0001,0.0001,,BKN,3100.0,279.2308761368326,271.25
SGU,2023-03-01 16:56,41.0,5.0,36.0,2.22,82.22,37.08,5.0,1002.2,1.27,0.05,,BKN,3300.0,347.195149476624,347.5
HIF,2023-03-01 17:16,28.4,-2.0,24.8,-4.0,86.18,16.96,13.0,1002.5,0.0,0.0,,OVC,3700.0,280.16910837104575,250.0
LGU,2023-03-01 17:51,28.0,-2.22,21.9,-5.61,77.57,24.12,3.0,1005.2,0.0,0.0,,BKN,5500.0,454.3169425201643,423.75
MLF,2023-03-01 17:52,32.0,0.0,30.0,-1.11,92.22,24.11,8.0,1001.0,0.0,0.0,,CLR,,138.53400756805794,138.75
BCE,2023-03-01 17:53,25.0,-3.89,23.0,-5.0,91.97,12.6,13.0,1000.1,0.25,0.01,,SCT,1700.0,199.62476059237494,138.74999999999997
OGD,2023-03-01 17:53,34.0,1.11,26.1,-3.28,72.52,30.97,3.0,1002.7,0.0001,0.0001,,BKN,2300.0,544.2401090670448,548.75
CDC,2023-03-01 17:53,32.0,0.0,28.9,-1.72,88.17,20.42,16.0,1000.4,0.0,0.0,25.0,SCT,5000.0,214.49433993592763,215.0
PUC,2023-03-01 17:53,28.0,-2.22,25.0,-3.89,88.33,28.0,0.0,1005.6,0.25,0.01,,BKN,1600.0,242.61209869569512,208.75
VEL,2023-03-01 17:53,24.1,-4.39,21.9,-5.61,91.17,18.19,4.0,1009.6,0.0001,0.0001,,BKN,2700.0,220.67653872698003,152.50000000000009
CNY,2023-03-01 17:53,32.0,0.0,30.9,-0.61,95.65,24.11,8.0,1004.1,0.0001,0.0001,,SCT,3200.0,76.36676225107585,76.25
SLC,2023-03-01 17:54,33.0,0.56,28.0,-2.22,81.3,26.86,6.0,1001.9,0.0001,0.0001,,BKN,3300.0,352.0137468499584,347.50000000000006
HIF,2023-03-01 17:55,28.8,-1.78,25.2,-3.78,86.2,17.93,12.0,1002.9,0.0001,0.0001,,OVC,1900.0,276.84394472001543,249.99999999999997
ENV,2023-03-01 17:56,34.0,1.11,25.0,-3.89,69.28,23.37,15.0,1004.3,0.0,0.0,24.0,OVC,3400.0,619.4572750905019,625.0
PVU,2023-03-01 17:56,34.0,1.11,26.1,-3.28,72.52,27.94,6.0,1003.9,0.0001,0.0001,,FEW,1500.0,544.2383183418216,548.75
SGU,2023-03-01 17:56,43.0,6.11,36.0,2.22,76.12,35.34,14.0,1002.2,0.0001,0.0001,,FEW,3200.0,485.81485451707823,486.25
HIF,2023-03-01 18:25,28.4,-2.0,26.6,-3.0,92.86,17.42,12.0,1002.9,0.0,0.0,,OVC,2400.0,156.7524988101617,125.0
HIF,2023-03-01 18:36,30.2,-1.0,26.6,-3.0,86.28,19.71,12.0,1002.5,0.0,0.0,,OVC,3000.0,264.75359286521353,250.0
HIF,2023-03-01 18:41,30.2,-1.0,26.6,-3.0,86.28,20.71,10.0,1002.5,0.0,0.0,,OVC,3500.0,264.75359286521353,250.0
LGU,2023-03-01 18:51,30.9,-0.61,23.0,-5.0,72.18,23.44,7.0,1005.3,0.0,0.0,,FEW,4900.0,553.0855735544517,548.75
MLF,2023-03-01 18:52,33.0,0.56,28.9,-1.72,84.36,27.7,5.0,1001.3,0.0,0.0,,FEW,12000.0,290.0332131728962,285.00000000000006
BCE,2023-03-01 18:53,25.0,-3.89,21.9,-5.61,87.81,11.29,16.0,1000.2,0.0001,0.0001,,FEW,800.0,274.6543708031162,215.00000000000003
OGD,2023-03-01 18:53,36.0,2.22,27.0,-2.78,69.51,29.04,8.0,1002.7,0.0001,0.0001,,FEW,2900.0,620.3073579086591,625.0
CDC,2023-03-01 18:53,34.0,1.11,28.0,-2.22,78.43,24.55,12.0,1000.2,0.0,0.0,,FEW,4700.0,414.06883311877914,416.25
PUC,2023-03-01 18:53,28.9,-1.72,26.1,-3.28,89.12,28.9,0.0,1006.0,0.25,0.01,,BKN,600.0,220.9725501292489,194.99999999999997
VEL,2023-03-01 18:53,24.1,-4.39,21.9,-5.61,91.17,18.19,4.0,1009.1,0.0001,0.0001,,FEW,4300.0,220.6767786819629,152.50000000000009
CNY,2023-03-01 18:53,37.0,2.78,33.0,0.56,85.64,29.73,9.0,1003.5,0.0,0.0,,FEW,3300.0,270.19980516837217,277.49999999999994
SLC,2023-03-01 18:54,35.0,1.67,28.0,-2.22,75.06,29.26,6.0,1002.9,0.0,0.0,,SCT,4600.0,489.7589791732205,486.25
HIF,2023-03-01 18:55,31.6,-0.22,25.3,-3.72,77.25,21.49,12.0,1002.5,0.0,0.0,,SCT,2200.0,437.67695261161947,437.5
DPG,2023-03-01 18:55,34.2,1.22,32.5,0.28,93.42,29.99,4.0,1003.1,0.0001,0.0001,,BKN,2000.0,117.74300204162992,117.5
ENV,2023-03-01 18:56,36.0,2.22,24.1,-4.39,61.62,26.69,13.0,1004.8,0.0,0.0,20.0,OVC,4200.0,818.1228062234544,826.2499999999999
PVU,2023-03-01 18:56,34.0,1.11,28.9,-1.72,81.37,27.22,7.0,1004.2,0.0001,0.0001,,OVC,3300.0,352.36775513365575,353.75
SGU,2023-03-01 18:56,42.0,5.56,36.0,2.22,78.8,35.63,10.0,1002.4,0.25,0.01,,BKN,2500.0,423.26011419254263,417.49999999999994
HIF,2023-03-01 18:58,32.0,0.0,24.8,-4.0,74.44,22.97,10.0,1002.8,0.0,0.0,,SCT,2200.0,496.0481326099026,500.0
HIF,2023-03-01 19:33,32.0,0.0,24.8,-4.0,74.44,21.57,13.0,1003.2,0.0,0.0,,BKN,3200.0,496.04761710054527,500.0
HIF,2023-03-01 19:48,32.0,0.0,24.8,-4.0,74.44,21.16,14.0,1002.8,0.0,0.0,,SCT,2000.0,496.0481326099026,500.0
DPG,2023-03-01 19:50,35.0,1.67,32.2,0.11,89.04,31.04,4.0,1003.4,0.0001,0.0001,,FEW,600.0,200.88190934813048,194.99999999999997
LGU,2023-03-01 19:51,33.0,0.56,24.1,-4.39,69.17,24.35,10.0,1005.0,0.0,0.0,,FEW,9000.0,618.9290586151438,618.7499999999999
MLF,2023-03-01 19:52,33.0,0.56,30.0,-1.11,88.23,28.7,4.0,1001.4,0.0001,0.0001,,BKN,4600.0,214.30338957969914,208.75000000000003
BCE,2023-03-01 19:53,25.0,-3.89,21.9,-5.61,87.81,11.29,16.0,999.8,0.0001,0.0001,,BKN,900.0,274.65461539713965,215.00000000000003
OGD,2023-03-01 19:53,35.0,1.67,28.0,-2.22,75.06,28.56,7.0,1003.1,0.0001,0.0001,,BKN,3500.0,489.75868945783134,486.25
CDC,2023-03-01 19:53,32.0,0.0,30.0,-1.11,92.22,24.78,7.0,1000.5,0.0001,0.0001,,FEW,900.0,138.53423191092924,138.75
PUC,2023-03-01 19:53,30.0,-1.11,24.1,-4.39,78.4,23.12,6.0,1005.7,0.0001,0.0001,,OVC,2500.0,424.0407387680547,409.99999999999994
VEL,2023-03-01 19:53,21.0,-6.11,21.0,-6.11,100.0,14.57,4.0,1009.3,0.0001,0.0001,,BKN,2500.0,96.06045083173291,0.0
CNY,2023-03-01 19:53,42.0,5.56,32.0,0.0,67.17,35.23,11.0,1002.2,0.0,0.0,,BKN,3800.0,697.8574898906621,695.0
SLC,2023-03-01 19:54,38.0,3.33,30.0,-1.11,72.93,32.64,6.0,1003.0,0.0,0.0,,FEW,2000.0,545.9634649256284,555.0
HIF,2023-03-01 19:55,32.4,0.22,24.1,-4.39,71.15,22.97,11.0,1003.2,0.0,0.0,18.0,SCT,2000.0,570.9961209243658,576.2499999999999
ENV,2023-03-01 19:56,37.0,2.78,26.1,-3.28,64.38,26.63,17.0,1005.4,0.0,0.0,22.0,OVC,4800.0,750.4217898725149,757.5
PVU,2023-03-01 19:56,34.0,1.11,28.9,-1.72,81.37,29.76,4.0,1004.6,0.0001,0.0001,,FEW,3000.0,352.3673220455843,353.75
SGU,2023-03-01 19:56,42.0,5.56,36.0,2.22,78.8,34.18,14.0,1001.9,0.0001,0.0001,,SCT,2400.0,423.26098211028517,417.49999999999994
HIF,2023-03-01 20:00,32.0,0.0,24.8,-4.0,74.44,21.57,13.0,1003.2,0.0,0.0,18.0,BKN,2000.0,496.04761710054527,500.0
HIF,2023-03-01 20:38,33.8,1.0,26.6,-3.0,74.63,30.75,3.0,1003.2,0.0,0.0,,BKN,1600.0,496.2645165807179,500.0
HIF,2023-03-01 20:45,33.8,1.0,28.4,-2.0,80.36,28.53,5.0,1003.2,0.0,0.0,,BKN,1300.0,372.9677177924535,375.0
LGU,2023-03-01 20:51,34.0,1.11,25.0,-3.89,69.28,24.55,12.0,1005.5,0.0,0.0,,BKN,9500.0,619.4553348428425,625.0
MLF,2023-03-01 20:52,33.0,0.56,30.0,-1.11,88.23,27.7,5.0,1001.6,0.0001,0.0001,,SCT,2900.0,214.3032514776499,208.75000000000003
BCE,2023-03-01 20:53,25.0,-3.89,23.0,-5.0,91.97,12.14,14.0,999.5,0.76,0.03,20.0,VV ,600.0,199.62504010159753,138.74999999999997
OGD,2023-03-01 20:53,35.0,1.67,28.0,-2.22,75.06,27.37,9.0,1003.6,0.0,0.0,,BKN,1200.0,489.7579656755632,486.25
CDC,2023-03-01 20:53,34.0,1.11,32.0,0.0,92.29,26.0,9.0,1000.0,0.0001,0.0001,,SCT,2400.0,138.51756953977713,138.75
PUC,2023-03-01 20:53,30.0,-1.11,25.0,-3.89,81.4,24.02,5.0,1005.9,0.0,0.0,,OVC,1600.0,362.45096442802935,347.50000000000006
VEL,2023-03-01 20:53,19.9,-6.72,19.0,-7.22,96.23,12.03,5.0,1009.5,0.0001,0.0001,,BKN,1200.0,166.21003080014015,62.5
CNY,2023-03-01 20:53,44.0,6.67,30.9,-0.61,59.5,37.4,12.0,1002.0,0.0,0.0,,FEW,4300.0,910.8398141919469,910.0
SLC,2023-03-01 20:54,38.0,3.33,30.0,-1.11,72.93,33.4,5.0,1003.5,0.0001,0.0001,,SCT,3200.0,545.9625820703718,555.0
HIF,2023-03-01 20:55,33.0,0.56,28.2,-2.11,82.63,26.61,6.0,1003.2,0.0001,0.0001,,OVC,1500.0,324.83535190486845,333.75
DPG,2023-03-01 20:55,38.0,3.33,33.8,1.0,85.01,31.97,7.0,1003.6,0.0001,0.0001,,FEW,600.0,284.3525544391781,291.25
ENV,2023-03-01 20:56,38.0,3.33,24.1,-4.39,57.18,28.11,16.0,1006.3,0.0,0.0,,OVC,5500.0,948.5515268670981,965.0
PVU,2023-03-01 20:56,34.0,1.11,30.9,-0.61,88.27,28.77,5.0,1004.9,0.0001,0.0001,,SCT,400.0,214.63394157799857,215.00000000000003
SGU,2023-03-01 20:56,38.0,3.33,35.0,1.67,89.53,29.92,11.0,1002.8,2.29,0.09,,SCT,900.0,194.46472792849653,207.50000000000003
HIF,2023-03-01 21:46,33.8,1.0,30.2,-1.0,86.49,24.74,11.0,1003.9,0.0,0.0,,SCT,1200.0,249.01779711767514,250.0
LGU,2023-03-01 21:51,34.0,1.11,26.1,-3.28,72.52,26.0,9.0,1006.1,0.0,0.0,,BKN,5000.0,544.2350464607367,548.75
MLF,2023-03-01 21:52,35.0,1.67,30.9,-0.61,84.49,35.1,0.0,1001.8,0.25,0.01,,FEW,3400.0,290.4297866791605,285.0
BCE,2023-03-01 21:53,25.0,-3.89,23.0,-5.0,91.97,13.09,12.0,999.9,0.25,0.01,,VV ,800.0,199.62485372478537,138.74999999999997
OGD,2023-03-01 21:53,34.0,1.11,28.0,-2.22,78.43,25.48,10.0,1004.3,0.0,0.0,,SCT,1100.0,414.0637850658623,416.25
CDC,2023-03-01 21:53,33.0,0.56,30.0,-1.11,88.23,24.88,9.0,1001.1,0.0001,0.0001,,FEW,700.0,214.30359683647328,208.75000000000003
PUC,2023-03-01 21:53,30.0,-1.11,25.0,-3.89,81.4,23.12,6.0,1006.3,0.0,0.0,,FEW,700.0,362.4505909119226,347.50000000000006
VEL,2023-03-01 21:53,19.9,-6.72,19.9,-6.72,100.0,13.29,4.0,1009.7,0.0001,0.0001,,BKN,1700.0,104.99446408117377,0.0
CNY,2023-03-01 21:53,44.0,6.67,33.0,0.56,65.02,39.53,7.0,1002.3,0.0,0.0,15.0,FEW,4800.0,760.5775174962437,763.7499999999999
SLC,2023-03-01 21:54,38.0,3.33,30.0,-1.11,72.93,31.38,8.0,1004.3,0.0001,0.0001,,FEW,1400.0,545.9611713344639,555.0
HIF,2023-03-01 21:55,32.7,0.39,29.5,-1.39,87.85,23.85,10.0,1004.2,0.0001,0.0001,,FEW,1200.0,221.26016261061136,222.49999999999997
ENV,2023-03-01 21:56,38.0,3.33,23.0,-5.0,54.6,27.24,19.0,1007.0,0.0,0.0,,FEW,4000.0,1023.2725702776881,1041.25
PVU,2023-03-01 21:56,34.0,1.11,30.9,-0.61,88.27,27.94,6.0,1005.4,0.0001,0.0001,,FEW,600.0,214.63358415170563,215.00000000000003
SGU,2023-03-01 21:56,40.0,4.44,36.0,2.22,85.81,35.04,6.0,1002.8,0.0001,0.0001,,FEW,800.0,270.9419072566812,277.5
DPG,2023-03-01 22:05,37.4,3.0,32.4,0.22,81.96,32.03,6.0,1004.3,0.51,0.02,,FEW,400.0,346.2370637224578,347.5
DPG,2023-03-01 22:50,38.8,3.78,32.2,0.11,76.96,31.5,10.0,1004.7,0.0,0.0,,FEW,600.0,456.773536204994,458.75
LGU,2023-03-01 22:51,33.0,0.56,27.0,-2.78,78.03,25.47,8.0,1006.8,0.0,0.0,,SCT,5500.0,420.45778501848116,417.5
MLF,2023-03-01 22:52,34.0,1.11,30.0,-1.11,85.11,29.76,4.0,1002.9,0.0001,0.0001,,FEW,1200.0,276.5446493755124,277.5
BCE,2023-03-01 22:53,25.0,-3.89,23.0,-5.0,91.97,14.19,10.0,1000.0,0.25,0.01,,BKN,800.0,199.62480715391746,138.74999999999997
OGD,2023-03-01 22:53,36.0,2.22,28.0,-2.22,72.43,28.49,9.0,1004.9,0.0,0.0,,BKN,4400.0,551.8954959940306,555.0
CDC,2023-03-01 22:53,33.0,0.56,30.0,-1.11,88.23,33.1,0.0,1001.0,0.0001,0.0001,,FEW,8500.0,214.30366594972298,208.75000000000003
PUC,2023-03-01 22:53,30.9,-0.61,26.1,-3.28,82.15,27.43,3.0,1006.7,0.0001,0.0001,,OVC,3700.0,340.94051922716113,333.75
VEL,2023-03-01 22:53,19.0,-7.22,18.0,-7.78,95.8,12.24,4.0,1010.6,0.0001,0.0001,,BKN,1900.0,180.19019756295842,70.00000000000006
CNY,2023-03-01 22:53,39.0,3.89,33.0,0.56,79.17,30.91,12.0,1003.5,0.0,0.0,,FEW,5000.0,408.7389787847452,416.25
SLC,2023-03-01 22:54,39.0,3.89,30.0,-1.11,69.85,33.31,7.0,1004.8,0.0001,0.0001,,FEW,2500.0,621.6537686103374,625.0
HIF,2023-03-01 22:55,33.8,1.0,28.2,-2.11,79.71,25.23,10.0,1004.6,0.0,0.0,,FEW,4100.0,386.5722225097369,388.75
ENV,2023-03-01 22:56,37.0,2.78,23.0,-5.0,56.57,29.73,9.0,1008.3,0.0,0.0,,SCT,4100.0,961.1710565256459,972.4999999999999
PVU,2023-03-01 22:56,36.0,2.22,32.0,0.0,85.23,30.35,6.0,1006.0,0.0001,0.0001,,FEW,600.0,277.006005341912,277.5
SGU,2023-03-01 22:56,41.0,5.0,34.0,1.11,75.94,36.37,6.0,1003.4,0.0,0.0,,BKN,9000.0,484.9529040122012,486.24999999999994
DPG,2023-03-01 23:50,36.7,2.61,30.2,-1.0,77.08,28.41,11.0,1006.2,0.0,0.0,17.0,FEW,800.0,449.2324201223326,451.25
LGU,2023-03-01 23:51,33.0,0.56,26.1,-3.28,75.18,24.88,9.0,1007.8,0.0,0.0,,FEW,3000.0,482.11984890124893,480.0
MLF,2023-03-01 23:52,33.0,0.56,30.0,-1.11,88.23,26.12,7.0,1003.3,0.0001,0.0001,,BKN,2400.0,214.30207983804794,208.75000000000003
BCE,2023-03-01 23:53,26.1,-3.28,23.0,-5.0,87.87,16.85,8.0,1000.4,0.25,0.01,,OVC,1100.0,265.482476015742,215.00000000000003
OGD,2023-03-01 23:53,35.0,1.67,27.0,-2.78,72.04,26.86,10.0,1005.7,0.0,0.0,,CLR,,558.0653217500785,556.2499999999999
CDC,2023-03-01 23:53,32.0,0.0,28.9,-1.72,88.17,24.78,7.0,1002.7,0.0,0.0,,BKN,1200.0,214.49281530322324,215.0
PUC,2023-03-01 23:53,30.0,-1.11,26.1,-3.28,85.21,26.4,3.0,1007.8,0.0001,0.0001,,BKN,3200.0,286.9416082313415,271.25
VEL,2023-03-01 23:53,19.9,-6.72,18.0,-7.78,92.19,19.9,0.0,1011.0,0.0001,0.0001,,FEW,600.0,234.1178473393818,132.50000000000006
CNY,2023-03-01 23:53,38.0,3.33,33.0,0.56,82.66,31.97,7.0,1004.4,0.0001,0.0001,,BKN,3400.0,332.6800390736347,346.25
SLC,2023-03-01 23:54,39.0,3.89,30.9,-0.61,72.45,31.75,10.0,1005.4,0.0,0.0,,SCT,1700.0,559.9601282401916,562.5
HIF,2023-03-01 23:55,33.4,0.78,27.3,-2.61,78.05,24.24,11.0,1005.6,0.0,0.0,,CLR,,420.8901237195265,423.74999999999994
ENV,2023-03-01 23:56,37.0,2.78,19.9,-6.72,49.61,28.79,11.0,1009.2,0.0,0.0,,SCT,3500.0,1170.9631423044225,1187.5
PVU,2023-03-01 23:56,34.0,1.11,30.0,-1.11,85.11,27.94,6.0,1006.8,0.0001,0.0001,,FEW,600.0,276.541184882878,277.5
SGU,2023-03-01 23:56,41.0,5.0,37.0,2.78,85.54,36.37,6.0,1004.0,0.0,0.0,,OVC,8000.0,277.89236969434796,277.5
HIF,2023-03-02 00:45,32.0,0.0,26.6,-3.0,80.22,22.0,12.0,1007.1,0.0,0.0,,BKN,2000.0,372.5735450645437,375.0
LGU,2023-03-02 00:51,30.9,-0.61,25.0,-3.89,78.48,20.6,12.0,1009.2,0.0,0.0,,OVC,5500.0,416.35560829933377,410.00000000000006
MLF,2023-03-02 00:52,33.0,0.56,30.0,-1.11,88.23,25.47,8.0,1004.5,0.0001,0.0001,,BKN,2200.0,214.30125519121506,208.75000000000003
BCE,2023-03-02 00:53,23.0,-5.0,21.0,-6.11,91.9,14.69,6.0,1002.4,0.0001,0.0001,,FEW,900.0,216.13444814054236,138.75000000000003
OGD,2023-03-02 00:53,33.0,0.56,26.1,-3.28,75.18,26.86,6.0,1007.4,0.0,0.0,,SCT,2700.0,482.12037128901846,480.0
CDC,2023-03-02 00:53,30.9,-0.61,28.0,-2.22,88.84,25.09,5.0,1003.9,0.0,0.0,,FEW,1800.0,210.50278790010555,201.25000000000003
PUC,2023-03-02 00:53,30.0,-1.11,26.1,-3.28,85.21,30.0,0.0,1008.7,0.0001,0.0001,,OVC,2400.0,286.9409144767084,271.25
VEL,2023-03-02 00:53,16.0,-8.89,16.0,-8.89,100.0,16.0,0.0,1012.2,0.0,0.0,,CLR,,135.87220715618173,0.0
CNY,2023-03-02 00:53,37.0,2.78,33.0,0.56,85.64,32.33,5.0,1005.5,0.0001,0.0001,,SCT,2100.0,270.1978339870801,277.49999999999994
SLC,2023-03-02 00:54,36.0,2.22,30.0,-1.11,78.6,26.69,13.0,1006.1,0.0,0.0,,FEW,2900.0,414.6811972612573,416.25
